variant,task,model,seed,peft,peft_type,type,metric_key,metric_value,trainable_params_count,train_time,avg_memory_allocated_mb,max_memory_allocated_mb,avg_memory_reserved_mb,max_memory_reserved_mb,train_samples_per_second,train_steps_per_second,total_flos,rank,lora_alpha,lora_dropout,lora_ranks,model_family,file
kd-lora,mnli,deberta,2024,mrlora,mrlora,1,matched_accuracy,0.8683647478349465,0.278835,1052.7368,590.2208,590.2208,3334.47168,3334.47168,1119.089,8.743,3.926973102214349e+16,8,16,0.05,"[8, 4, 2, 1]",deberta,results/kd-lora/task_mnli_deberta_2024/base_32_5e-05_0.01/peft_mrlora_16_0.05_8/metrics.json
kd-lora,mnli,deberta,2024,olora,olora,1,matched_accuracy,0.8572592969943963,0.149763,617.1416,588.137472,588.137472,2644.508672,2644.508672,1908.972,14.914,3.91529487138816e+16,8,16,0.05,"[8, 4, 2, 1]",deberta,results/kd-lora/task_mnli_deberta_2024/base_32_5e-05_0.01/peft_olora_16_0.05_8/metrics.json
kd-lora,mnli,deberta,2024,rslora,rslora,1,matched_accuracy,0.8582781456953642,0.149763,661.6731,588.137472,588.137472,2644.508672,2644.508672,1780.495,13.91,3.91529487138816e+16,8,16,0.05,"[8, 4, 2, 1]",deberta,results/kd-lora/task_mnli_deberta_2024/base_32_5e-05_0.01/peft_rslora_16_0.05_8/metrics.json
kd-lora,mnli,deberta,42,adalora,adalora,1,matched_accuracy,0.844319918492104,0.223635,795.9251,589.342208,589.342208,2650.800128,2650.800128,1480.172,11.564,3.921979558487654e+16,8,16,0.05,"[8, 4, 2, 1]",deberta,results/kd-lora/task_mnli_deberta_42/base_32_5e-05_0.01/peft_adalora_16_0.05_8/metrics.json
kd-lora,mnli,deberta,42,dora,dora,1,matched_accuracy,0.8561385634233316,0.158979,865.5459,588.284928,588.284928,2820.66944,2820.66944,1361.113,10.634,3.916128524540314e+16,8,16,0.05,"[8, 4, 2, 1]",deberta,results/kd-lora/task_mnli_deberta_42/base_32_5e-05_0.01/peft_dora_16_0.05_8/metrics.json
kd-lora,mnli,deberta,42,lora,lora,1,matched_accuracy,0.8556291390728477,0.149763,687.3308,588.530688,588.530688,2623.537152,2623.537152,1714.031,13.391,3.91529487138816e+16,8,16,0.05,"[8, 4, 2, 1]",deberta,results/kd-lora/task_mnli_deberta_42/base_32_5e-05_0.01/peft_lora_16_0.05_8/metrics.json
kd-lora,mnli,deberta,42,mrlora,mrlora,1,matched_accuracy,0.8693835965359145,0.278835,997.7599,590.2208,590.2208,3334.47168,3334.47168,1180.751,9.225,3.926973102214349e+16,8,16,0.05,"[8, 4, 2, 1]",deberta,results/kd-lora/task_mnli_deberta_42/base_32_5e-05_0.01/peft_mrlora_16_0.05_8/metrics.json
kd-lora,mnli,deberta,42,olora,olora,1,matched_accuracy,0.8577687213448802,0.149763,658.0887,588.399104,588.399104,2631.92576,2631.92576,1790.193,13.986,3.91529487138816e+16,8,16,0.05,"[8, 4, 2, 1]",deberta,results/kd-lora/task_mnli_deberta_42/base_32_5e-05_0.01/peft_olora_16_0.05_8/metrics.json
kd-lora,mnli,deberta,42,rslora,rslora,1,matched_accuracy,0.8578706062149771,0.149763,701.1305,588.137472,588.137472,2644.508672,2644.508672,1680.295,13.127,3.91529487138816e+16,8,16,0.05,"[8, 4, 2, 1]",deberta,results/kd-lora/task_mnli_deberta_42/base_32_5e-05_0.01/peft_rslora_16_0.05_8/metrics.json
kd-lora,mrpc,deberta,42,adalora,adalora,1,eval_accuracy,0.6838235294117647,0.222866,8.7644,589.326848,589.326848,2654.994432,2654.994432,1255.535,9.927,370708517486592.0,8,16,0.05,"[8, 4, 2, 1]",deberta,results/kd-lora/task_mrpc_deberta_42/base_32_5e-05_0.01/peft_adalora_16_0.05_8/metrics.json
kd-lora,mrpc,deberta,42,dora,dora,1,eval_accuracy,0.6838235294117647,0.15821,9.4664,588.269568,588.269568,2818.572288,2818.572288,1162.429,9.19,370155448172544.0,8,16,0.05,"[8, 4, 2, 1]",deberta,results/kd-lora/task_mrpc_deberta_42/base_32_5e-05_0.01/peft_dora_16_0.05_8/metrics.json
kd-lora,mrpc,deberta,42,lora,lora,1,eval_accuracy,0.6838235294117647,0.148994,7.8683,588.122112,588.122112,2644.508672,2644.508672,1398.531,11.057,370076628811776.0,8,16,0.05,"[8, 4, 2, 1]",deberta,results/kd-lora/task_mrpc_deberta_42/base_32_5e-05_0.01/peft_lora_16_0.05_8/metrics.json
kd-lora,mrpc,deberta,42,mrlora,mrlora,1,eval_accuracy,0.6838235294117647,0.278066,10.9572,591.251456,591.251456,3328.180224,3328.180224,1004.268,7.94,371180527681536.0,8,16,0.05,"[8, 4, 2, 1]",deberta,results/kd-lora/task_mrpc_deberta_42/base_32_5e-05_0.01/peft_mrlora_16_0.05_8/metrics.json
kd-lora,mrpc,deberta,42,olora,olora,1,eval_accuracy,0.6838235294117647,0.148994,8.1894,588.122112,588.122112,2644.508672,2644.508672,1343.685,10.623,370076628811776.0,8,16,0.05,"[8, 4, 2, 1]",deberta,results/kd-lora/task_mrpc_deberta_42/base_32_5e-05_0.01/peft_olora_16_0.05_8/metrics.json
kd-lora,mrpc,deberta,42,rslora,rslora,1,eval_accuracy,0.6838235294117647,0.148994,7.7732,588.122112,588.122112,2644.508672,2644.508672,1415.641,11.192,370076628811776.0,8,16,0.05,"[8, 4, 2, 1]",deberta,results/kd-lora/task_mrpc_deberta_42/base_32_5e-05_0.01/peft_rslora_16_0.05_8/metrics.json
kd-lora,qnli,deberta,42,adalora,adalora,1,eval_accuracy,0.8822991030569284,0.222866,207.8323,589.326848,589.326848,2654.994432,2654.994432,1511.936,11.822,1.0469320207368192e+16,8,16,0.05,"[8, 4, 2, 1]",deberta,results/kd-lora/task_qnli_deberta_42/base_32_5e-05_0.01/peft_adalora_16_0.05_8/metrics.json
kd-lora,qnli,deberta,42,dora,dora,1,eval_accuracy,0.9077429983525536,0.15821,235.6313,588.269568,588.269568,2843.7381120000005,2843.738112,1333.562,10.427,1.0453700485054464e+16,8,16,0.05,"[8, 4, 2, 1]",deberta,results/kd-lora/task_qnli_deberta_42/base_32_5e-05_0.01/peft_dora_16_0.05_8/metrics.json
kd-lora,qnli,deberta,42,lora,lora,1,eval_accuracy,0.9068277503203368,0.148994,202.7707,588.122112,588.122112,2644.508672,2644.508672,1549.676,12.117,1.0451474618253312e+16,8,16,0.05,"[8, 4, 2, 1]",deberta,results/kd-lora/task_qnli_deberta_42/base_32_5e-05_0.01/peft_lora_16_0.05_8/metrics.json
kd-lora,qnli,deberta,42,mrlora,mrlora,1,eval_accuracy,0.9112209408749771,0.278066,308.157,591.251456,591.251456,3334.47168,3334.47168,1019.704,7.973,1.0482649638371328e+16,8,16,0.05,"[8, 4, 2, 1]",deberta,results/kd-lora/task_qnli_deberta_42/base_32_5e-05_0.01/peft_mrlora_16_0.05_8/metrics.json
kd-lora,qnli,deberta,42,olora,olora,1,eval_accuracy,0.9013362621270364,0.148994,202.8795,588.122112,588.122112,2644.508672,2644.508672,1548.845,12.111,1.0451474618253312e+16,8,16,0.05,"[8, 4, 2, 1]",deberta,results/kd-lora/task_qnli_deberta_42/base_32_5e-05_0.01/peft_olora_16_0.05_8/metrics.json
kd-lora,qnli,deberta,42,rslora,rslora,1,eval_accuracy,0.9137836353651839,0.148994,201.5808,588.122112,588.122112,2644.508672,2644.508672,1558.824,12.189,1.0451474618253312e+16,8,16,0.05,"[8, 4, 2, 1]",deberta,results/kd-lora/task_qnli_deberta_42/base_32_5e-05_0.01/peft_rslora_16_0.05_8/metrics.json
kd-lora,qqp,deberta,42,adalora,adalora,1,eval_accuracy,0.8722977986643582,0.222866,727.6897,589.326848,589.326848,2650.800128,2650.800128,1500.005,11.721,3.634222010990592e+16,8,16,0.05,"[8, 4, 2, 1]",deberta,results/kd-lora/task_qqp_deberta_42/base_32_5e-05_0.01/peft_adalora_16_0.05_8/metrics.json
kd-lora,qqp,deberta,42,dora,dora,1,eval_accuracy,0.8785802621815484,0.15821,847.8456,588.269568,588.269568,2843.7381120000005,2843.738112,1287.425,10.06,3.628799722153574e+16,8,16,0.05,"[8, 4, 2, 1]",deberta,results/kd-lora/task_qqp_deberta_42/base_32_5e-05_0.01/peft_dora_16_0.05_8/metrics.json
